global_round,sha_pass,compression_index,local_round,comparison,max_abs_feature,mean_rank_biserial,multiple_looks_status
111,1,1,47,T20_CONTROL_vs_RANDOM_CONTROL,T2_chain_count,0.040285,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
112,1,1,48,T20_CONTROL_vs_RANDOM_CONTROL,new_a_carry_count,0.054468,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
113,1,1,49,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_popcount,-0.044477,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
114,1,1,50,T20_CONTROL_vs_RANDOM_CONTROL,W_bit_transitions,-0.046490,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
115,1,1,51,T20_CONTROL_vs_RANDOM_CONTROL,state_c_before_popcount,-0.044477,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
116,1,1,52,T20_CONTROL_vs_RANDOM_CONTROL,T1_popcount,-0.051529,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
117,1,1,53,T20_CONTROL_vs_RANDOM_CONTROL,T2_carry_count,0.055925,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
118,1,1,54,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_bit_transitions,-0.041801,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
119,1,1,55,T20_CONTROL_vs_RANDOM_CONTROL,T1_normalized,-0.052219,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
120,1,1,56,T20_CONTROL_vs_RANDOM_CONTROL,state_c_before_bit_transitions,-0.041801,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
121,1,1,57,T20_CONTROL_vs_RANDOM_CONTROL,state_d_before_bit_transitions,-0.041801,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
122,1,1,58,T20_CONTROL_vs_RANDOM_CONTROL,Sigma0_bit_transitions,-0.032070,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
123,1,1,59,T20_CONTROL_vs_RANDOM_CONTROL,Sigma1_normalized,-0.041489,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
124,1,1,60,T20_CONTROL_vs_RANDOM_CONTROL,Sigma0_normalized,0.041790,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
125,1,1,61,T20_CONTROL_vs_RANDOM_CONTROL,T1_bit_transitions,-0.052649,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
126,1,1,62,T20_CONTROL_vs_RANDOM_CONTROL,Sigma1_popcount,0.038263,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
127,1,1,63,T20_CONTROL_vs_RANDOM_CONTROL,W_bit_transitions,0.039051,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
128,2,0,0,T20_CONTROL_vs_RANDOM_CONTROL,new_e_maximum_chain,-0.035219,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
129,2,0,1,T20_CONTROL_vs_RANDOM_CONTROL,new_e_carry_count,-0.030901,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
130,2,0,2,T20_CONTROL_vs_RANDOM_CONTROL,Sigma0_bit_transitions,0.047543,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
131,2,0,3,T20_CONTROL_vs_RANDOM_CONTROL,T1_normalized,0.047138,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
132,2,0,4,T20_CONTROL_vs_RANDOM_CONTROL,state_b_before_normalized,0.043812,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
133,2,0,5,T20_CONTROL_vs_RANDOM_CONTROL,state_c_before_normalized,0.043812,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
134,2,0,6,T20_CONTROL_vs_RANDOM_CONTROL,state_d_before_normalized,0.043812,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
135,2,0,7,T20_CONTROL_vs_RANDOM_CONTROL,new_a_carry_count,-0.047283,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
136,2,0,8,T20_CONTROL_vs_RANDOM_CONTROL,state_h_before_bit_transitions,0.035280,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
137,2,0,9,T20_CONTROL_vs_RANDOM_CONTROL,Sigma1_bit_transitions,-0.051502,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
138,2,0,10,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_bit_transitions,-0.041418,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
139,2,0,11,T20_CONTROL_vs_RANDOM_CONTROL,state_b_before_bit_transitions,-0.041418,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
140,2,0,12,T20_CONTROL_vs_RANDOM_CONTROL,T1_popcount,-0.044397,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
141,2,0,13,T20_CONTROL_vs_RANDOM_CONTROL,state_d_before_bit_transitions,-0.041418,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
142,2,0,14,T20_CONTROL_vs_RANDOM_CONTROL,T1_normalized,0.050312,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
143,2,0,15,T20_CONTROL_vs_RANDOM_CONTROL,new_e_chain_count,-0.046736,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
144,2,0,16,T20_CONTROL_vs_RANDOM_CONTROL,state_e_before_bit_transitions,-0.033363,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
145,2,0,17,T20_CONTROL_vs_RANDOM_CONTROL,T1_normalized,-0.061924,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
146,2,0,18,T20_CONTROL_vs_RANDOM_CONTROL,Ch_bit_transitions,-0.040586,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
147,2,0,19,T20_CONTROL_vs_RANDOM_CONTROL,T2_popcount,0.048222,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
148,2,0,20,T20_CONTROL_vs_RANDOM_CONTROL,Maj_normalized,0.047447,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
149,2,0,21,T20_CONTROL_vs_RANDOM_CONTROL,Sigma0_bit_transitions,0.059525,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
150,2,0,22,T20_CONTROL_vs_RANDOM_CONTROL,T1_carry_count,0.049561,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
151,2,0,23,T20_CONTROL_vs_RANDOM_CONTROL,state_c_before_normalized,0.035149,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
152,2,0,24,T20_CONTROL_vs_RANDOM_CONTROL,state_d_before_normalized,0.035149,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
153,2,0,25,T20_CONTROL_vs_RANDOM_CONTROL,state_g_before_popcount,-0.034731,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
154,2,0,26,T20_CONTROL_vs_RANDOM_CONTROL,T1_normalized,-0.044533,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
155,2,0,27,T20_CONTROL_vs_RANDOM_CONTROL,W_popcount,0.047918,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
156,2,0,28,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_bit_transitions,0.038250,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
157,2,0,29,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_popcount,-0.047821,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
158,2,0,30,T20_CONTROL_vs_RANDOM_CONTROL,Sigma1_popcount,0.054270,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
159,2,0,31,T20_CONTROL_vs_RANDOM_CONTROL,state_c_before_popcount,-0.047821,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
160,2,0,32,T20_CONTROL_vs_RANDOM_CONTROL,state_d_before_popcount,-0.047821,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
161,2,0,33,T20_CONTROL_vs_RANDOM_CONTROL,new_a_chain_count,-0.040186,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
162,2,0,34,T20_CONTROL_vs_RANDOM_CONTROL,T1_popcount,0.054192,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
163,2,0,35,T20_CONTROL_vs_RANDOM_CONTROL,T2_normalized,0.069939,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
164,2,0,36,T20_CONTROL_vs_RANDOM_CONTROL,state_e_before_popcount,0.040131,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
165,2,0,37,T20_CONTROL_vs_RANDOM_CONTROL,state_f_before_popcount,0.040131,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
166,2,0,38,T20_CONTROL_vs_RANDOM_CONTROL,Ch_bit_transitions,0.052626,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
167,2,0,39,T20_CONTROL_vs_RANDOM_CONTROL,state_h_before_popcount,0.040131,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
168,2,0,40,T20_CONTROL_vs_RANDOM_CONTROL,new_e_chain_count,-0.048851,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
169,2,0,41,T20_CONTROL_vs_RANDOM_CONTROL,T2_chain_count,0.045748,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
170,2,0,42,T20_CONTROL_vs_RANDOM_CONTROL,T2_bit_transitions,0.040184,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
171,2,0,43,T20_CONTROL_vs_RANDOM_CONTROL,state_d_before_popcount,0.034254,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
172,2,0,44,T20_CONTROL_vs_RANDOM_CONTROL,Sigma1_normalized,0.048214,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
173,2,0,45,T20_CONTROL_vs_RANDOM_CONTROL,T2_chain_count,0.043919,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
174,2,0,46,T20_CONTROL_vs_RANDOM_CONTROL,W_normalized,0.039970,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
175,2,0,47,T20_CONTROL_vs_RANDOM_CONTROL,T2_normalized,0.038097,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
176,2,0,48,T20_CONTROL_vs_RANDOM_CONTROL,new_a_chain_count,-0.050192,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
177,2,0,49,T20_CONTROL_vs_RANDOM_CONTROL,T2_bit_transitions,-0.051590,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
178,2,0,50,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.046028,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
179,2,0,51,T20_CONTROL_vs_RANDOM_CONTROL,state_b_before_normalized,0.046028,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
180,2,0,52,T20_CONTROL_vs_RANDOM_CONTROL,state_c_before_normalized,0.046028,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
181,2,0,53,T20_CONTROL_vs_RANDOM_CONTROL,state_d_before_normalized,0.046028,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
182,2,0,54,T20_CONTROL_vs_RANDOM_CONTROL,state_g_before_popcount,-0.042810,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
183,2,0,55,T20_CONTROL_vs_RANDOM_CONTROL,Ch_normalized,0.042973,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
184,2,0,56,T20_CONTROL_vs_RANDOM_CONTROL,T2_chain_count,-0.042562,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
185,2,0,57,T20_CONTROL_vs_RANDOM_CONTROL,state_d_before_bit_transitions,-0.041363,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
186,2,0,58,T20_CONTROL_vs_RANDOM_CONTROL,state_c_before_popcount,-0.038803,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
187,2,0,59,T20_CONTROL_vs_RANDOM_CONTROL,Maj_bit_transitions,0.044159,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
188,2,0,60,T20_CONTROL_vs_RANDOM_CONTROL,new_e_maximum_chain,0.064125,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
189,2,0,61,T20_CONTROL_vs_RANDOM_CONTROL,Sigma1_bit_transitions,0.290808,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
190,2,0,62,T20_CONTROL_vs_RANDOM_CONTROL,state_f_before_popcount,-0.055687,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
191,2,0,63,T20_CONTROL_vs_RANDOM_CONTROL,state_g_before_popcount,-0.055687,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
0,1,0,0,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
1,1,0,1,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
2,1,0,2,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
3,1,0,3,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
4,1,0,4,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
5,1,0,5,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
6,1,0,6,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
7,1,0,7,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
8,1,0,8,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
9,1,0,9,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
10,1,0,10,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
11,1,0,11,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
12,1,0,12,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
13,1,0,13,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
14,1,0,14,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
15,1,0,15,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
16,1,0,16,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
17,1,0,17,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
18,1,0,18,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
19,1,0,19,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
20,1,0,20,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
21,1,0,21,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
22,1,0,22,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
23,1,0,23,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
24,1,0,24,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
25,1,0,25,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
26,1,0,26,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
27,1,0,27,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
28,1,0,28,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
29,1,0,29,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
30,1,0,30,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
31,1,0,31,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
32,1,0,32,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
33,1,0,33,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
34,1,0,34,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
35,1,0,35,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
36,1,0,36,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
37,1,0,37,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
38,1,0,38,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
39,1,0,39,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
40,1,0,40,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
41,1,0,41,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
42,1,0,42,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
43,1,0,43,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
44,1,0,44,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
45,1,0,45,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
46,1,0,46,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
47,1,0,47,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
48,1,0,48,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
49,1,0,49,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
50,1,0,50,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
51,1,0,51,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
52,1,0,52,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
53,1,0,53,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
54,1,0,54,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
55,1,0,55,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
56,1,0,56,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
57,1,0,57,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
58,1,0,58,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
59,1,0,59,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
60,1,0,60,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
61,1,0,61,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
62,1,0,62,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
63,1,0,63,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
64,1,1,0,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
65,1,1,1,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
66,1,1,2,EXTREME_vs_T20_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
67,1,1,3,EXTREME_vs_T20_CONTROL,W_normalized,0.088623,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
68,1,1,4,EXTREME_vs_T20_CONTROL,T1_carry_count,-0.117737,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
69,1,1,5,EXTREME_vs_T20_CONTROL,Sigma0_popcount,0.097870,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
70,1,1,6,EXTREME_vs_T20_CONTROL,Ch_popcount,0.083221,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
71,1,1,7,EXTREME_vs_T20_CONTROL,Maj_popcount,-0.099731,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
72,1,1,8,EXTREME_vs_T20_CONTROL,T1_normalized,-0.158569,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
